Year,Market Name,Borough,Street Address,Community District,Latitude,Longitude,Days of Operation,Hours of Operations,Season Dates,Accepts EBT,Open Year-Round,Stellar Cooking Demonstrations
2018,Long Island City Youthmarket,Queens,Center Blvd & 46th Rd,402,40.746916,-73.956367,Saturday,8am-2pm,,Yes,No,No
2018,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt & Willet Sts,103,40.714932,-73.983338,Thursday,8am-3pm,,Yes,No,No
2018,Marcus Garvey Apartments Farm Stand,Brooklyn,300 Chester St,316,40.664469986978,-73.910384145204,Tuesday Saturday,11am-5pm,,Yes,No,No
2018,McCarren Park Greenmarket,Brooklyn,Union Ave bet Driggs and N 12th Sts,301,40.719219,-73.952479,Saturday,8am - 3pm,,Yes,Yes,No
2018,McGolrick Park's Down to Earth Farmers' Market,Brooklyn,"Russell St & Nassau Ave., center of park",301,40.725617,-73.944497,Sunday,10am-4pm (winter closes at 3pm),,Yes,Yes,No
2018,Morning Glory Market at the New York Botanical Gardens,Bronx,2900 Southern Blvd.,227,40.865684,-73.883312,Wednesday,9am-3pm,,Yes,No,No
2018,Morningside Park's Down to Earth Farmers' Market,Manhattan,W 110th St & Manhattan Ave,107,40.801155,-73.959647,Saturday,9am-4pm (winter closes at 3pm),,Yes,Yes,No
2018,Mount Sinai Hospital Greenmarket,Manhattan,E 99th St bet Madison & Park Aves,111,40.789169,-73.952743,Wednesday,8am-5pm,,Yes,No,No
2018,New Roots Community Farmers Market,Bronx,670 Grand Concourse,204,40.821403,-73.925528,Tuesday,2pm-7pm,,No,No,No
2018,Norwood Youthmarket,Bronx,E Gun Hill Rd & Dekalb Ave,207,40.88222,-73.880458,Thursday,12pm-7pm,,Yes,No,No
2018,NYC Health + Hospital East New York Farmacy,Brooklyn,2094 Pitkin Ave,305,40.671977,,"Monday
Wednesday",11am-4pm,,Yes,No,No
2018,Park Slope's Down to Earth Farmers' Market,Brooklyn,4th St & 5th Ave,406,40.672194,-73.983785,Sunday,10am-5pm (winter closes at 4),,Yes,Yes,No
2018,Parkchester Greenmarket,Bronx,Westchester Ave & White Plains Rd,209,40.8329,,Friday,8am - 4pm,,Yes,No,Yes
2018,Pitkin Verde Farmers' Market,Brooklyn,2094 Pitkin Ave,305,40.67196961,-73.8952477,Tuesday,9am-5:30pm,,Yes,No,No
2018,Poe Park Greenmarket,Bronx,E 192 St & Grand Concourse,207,40.864216,-73.895795,Tuesday,8am - 3pm,,Yes,No,Yes
2018,Pomonok Community-Run Farmers' Market,Queens,67-09 Kissena Blvd,408,40.73502504,-73.81472491,Wednesday,9am-5pm,,Yes,No,No
2018,Project EATS Farmacy at the Brownsville Neighborhood Health Action Center,Brooklyn,259 Bristol St,316,40.664827,-73.911415,"Tuesday
Thursday",11am-4pm,,Yes,No,No
2018,Project EATS Rockaway Farmstand,Brooklyn,666 Rockaway Ave,316,40.663526,-73.909163,Friday,11am-4pm,,Yes,No,No
2018,Project Harmony People's Market,Manhattan,"219 W. 122nd St., at Joseph Daniel Wilson Memorial Garden",110,40.807407,-73.950588,Thursday,10am-7pm,,Yes,No,Yes
2018,PS 11 Farm Market,Manhattan,W 21st St bet 8th & 9th Aves,104,40.744006,-73.999415,Wednesday,8am-10am,,No,No,No
2018,PS 57 Youthmarket,Manhattan,E 115th St & 3rd Ave,111,40.797261,-73.940519,Wednesday,9am-4pm,,Yes,No,No
2018,PS 7 Farm Stand,Manhattan,"Lexington Ave & E 119th St, in schoolyard",111,40.80099986,-73.9393481,Wednesday,2:15pm-4pm,,Yes,No,No
2018,Queens Botanical Garden's Down to Earth Farmers' Market,Queens,82 Dahlia Ave,407,40.75186,-73.826362,Friday,8:30am-4pm,,Yes,No,No
2018,Queens County Farm Museum Farmstand,Queens,73-50 Little Neck Pkwy,413,40.748163,-73.719431,"Wednesday, Thursday, Friday; Saturday and Sunday",11am-3pm; 11am-5pm,,Yes,No,No
2018,RB Bushwick Farmers' Market at Maria Hernandez Park,Brooklyn,Knickerbocker Ave & Starr St,304,40.702811,-73.92539,Saturday,9am-3pm,,Yes,No,Yes
2018,RB Rheingold Archway Farmers' Market,Brooklyn,553 Bushwick Ave,304,40.699408,-73.935672,Sunday,10am-4pm,,Yes,No,Yes
2018,Red Hook Farm Stand,Brooklyn,560 Columbia St,306,40.672524,-74.00871,Saturday,10am-3pm,,Yes,No,No
2018,Red Hook Farm Stand II,Brooklyn,West 9th St & Hamilton Avenue,306,40.676024,-74.002318,Wednesday,4pm-8pm,,Yes,No,Yes
2018,Ridgewood Youthmarket,Queens,Cypress Ave bet Myrtle & Putnam Aves,405,40.700123,-73.90621,Saturday,8am-3pm,,Yes,No,No
2018,Riverdale Y Sunday Farmers' Market,Bronx,"Independence Ave bet W 236th & 237th Sts, at MS/HS 141",208,40.8871,-73.913306,Sunday,9am-2pm,,No,No,No
2018,Rockaway Youth Task Force Youth Market,Queens,310 Beach 58th St,414,40.594492,-73.788077,Saturday,8am-3pm,,No,No,No
2018,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza bet W 49th & 50th Sts (Jul-Aug only),105,40.759065,-73.97845,"Wednesday
Thursday
Friday",8am - 5pm,,Yes,No,No
2018,Saratoga Farm Stand,Brooklyn,2046-2050 Fulton St,303,40.678543,-73.915816,Saturday,9am-3pm,,No,No,Yes
2018,South Bronx Farmers' Market,Bronx,E 138th St bet Willis & Alexander Aves,201,40.80915701,-73.92092102,"Wednesday
Saturday",10am-4pm,,Yes,No,Yes
2018,South Williamsburg Greenmarket,Brooklyn,Taylor St & Lee Ave,301,40.706998,-73.961364,Thursday,8am - 4pm,,Yes,No,Yes
2018,St. George Greenmarket,Staten Island,Hyatt St & St Marks Pl,501,40.641586,-74.0779,Saturday,8am - 2pm,,Yes,Yes,No
2018,Staten Island Ferry Whitehall Terminal Greenmarket,Manhattan,"4 South St, inside terminal",101,40.7016879,-74.01163113,"Tuesday
Friday",8am - 7pm,,Yes,Yes,No
2018,Staten Island Mall Greenmarket,Staten Island,Marsh Ave & Ring Rd,502,40.583804,-74.161245,Saturday,8am - 3pm,,Yes,No,No
2018,Stuyvesant Town Greenmarket,Manhattan,"E. 14th. St. Loop & Avenue A, in the Oval",103,40.730443,-73.980339,Sunday,9:30am - 4pm,,Yes,No,No
2018,Sunnyside Greenmarket,Queens,Skillman Ave bet 42nd & 43rd Sts,402,40.746999,-73.921724,Saturday,8am - 2pm,,Yes,Yes,No
2018,The Community Farmers Market at Adam Clayton Powell Jr. Blvd,Manhattan,Adam Clayton Powell Jr Blvd bet 110th St & 111th St,110,40.799441,-73.955303,Saturday,10am - 4pm,,Yes,No,No
2018,Tompkins Square Greenmarket,Manhattan,E. 7th St. & Avenue A,103,40.726054,-73.983534,Sunday,9am - 6pm,,Yes,Yes,No
2018,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,101,40.716303,-74.010966,"Wednesday 
Saturday",8am-3pm,,Yes,No,No
2018,Tucker Square Greenmarket,Manhattan,W 66th St & Broadway,107,40.773876,-73.982226,"Thursday
Saturday",8am - 5pm,,Yes,Yes,No
2018,Union Square Greenmarket,Manhattan,E 17th St & Union Square W,105,40.737133,-73.990329,"Monday
Wednesday
Friday
Saturday",8am - 6pm,,Yes,Yes,No
2018,Urban Oasis Farmers' Market,Brooklyn,681 Clarkson Ave.,309,40.656241,-73.936683,Wednesday,2pm-5:30pm,,No,No,No
2018,Water Street Greenmarket,Manhattan,Water St & Coenties Slip,101,40.703268,-74.010347,Thursday,8am - 6pm,,Yes,No,No
2018,Woodhull Hospital Youthmarket,Brooklyn,Marcus Garvey Blvd & Broadway,303,40.700281,-73.94115,Wednesday,9am-3pm,,Yes,No,No
2018,Wyckoff House Museum Farm Stand,Brooklyn,5816 Clarendon Rd,317,40.64497,-73.920914,Saturday,11am-3pm,,No,No,No
2017,125th Street FreshConnect Farmers' Market,Manhattan,125th St & Adam Clayton Powell Jr Blvd,110,-73.9483266703999,40.8089813746999,Tuesday,10am-7pm,,Yes,No,No
2017,170 Farm Stand,Bronx,170th St and Townsend Ave,204,-73.916827,40.840095,Wednesday,2:30pm-6:30pm,,Yes,No,No
2017,175th Street Greenmarket,Manhattan,175th St bet Wadsworth Ave & Broadway,112,-73.9378126725,40.8459557405,Thursday,8am-5pm,,Yes,No,Yes
2017,57th Street Greenmarket,Manhattan,57th St & 9th Ave,104,-73.9857161617999,40.7679253828,Wednesday & Saturday,8am-5pm,,Yes,No,No
2017,79th Street Greenmarket,Manhattan,Columbus Ave bet 78th & 81st Sts,107,-73.9745405583999,40.7832500724,Sunday,9am-5pm,,Yes,Yes,No
2017,82nd Street Greenmarket,Manhattan,82nd St bet 1st and York Aves,108,-73.9489535725,40.7734483572999,Saturday,9am-2:30pm,,Yes,Yes,No
2017,92nd Street Greenmarket,Manhattan,92nd St & 1st Ave,108,-73.9461310652,40.7813244698999,Sunday,9am-4pm,,Yes,No,No
2017,97th Street Greenmarket,Manhattan,97th St bet Columbus & Amsterdam Aves,107,-73.9698736061999,40.7947438866,Friday,8am-2pm,,Yes,Yes,Yes
2017,Abingdon Square Greenmarket,Manhattan,W. 12th St. & 8th Ave.,102,-74.0048296015,40.7375555403,Saturday,8am-2pm,,Yes,Yes,No
2017,Astoria Greenmarket,Queens,14th St. between 31st Ave. & 31st Rd.,401,-73.9320259394,40.7682657793999,Wednesday,8am-3pm,,Yes,No,No
2017,Bartel-Pritchard Square Greenmarket,Brooklyn,Prospect Park W and 15th St.,306,-73.857372,40.869727,Wednesday,1pm-6pm,,Yes,No,No
2017,Bay Ridge Greenmarket,Brooklyn,95 St & 3 Ave.,310,-73.9802063949999,40.6609639628999,Wednesday & Sunday,8am-3pm,,Yes,Yes,No
2017,Bensonhurst Greenmarket,Brooklyn,81 St. & 18 Ave.,311,-74.0335899405999,40.6172857112999,Saturday,8am-3pm,,Yes,No,No
2017,Bissel Gardens Farmers' Market,Bronx,Baychester Ave & E 241st St,212,-73.846938851,40.901527926,Wednesday & Saturday,9am-5pm,,Yes,No,No
2017,Borough Park Greenmarket,Brooklyn,14 Ave. between 49 St. & 50 St.,312,-73.9997557895,40.6096668344999,Sunday,9am-4pm,,Yes,No,Yes
2017,Bowling Green Greenmarket,Manhattan,Broadway & Battery Pl.,101,-74.0142911884999,40.704557258,Tuesday & Thursday,8am-5pm,,Yes,Yes,No
2017,Broadway French Market,Manhattan,Broadway bet 35th & 36th Sts,105,-73.9877430212,40.7509966119,"Wednesday, Thursday & Friday",11am-6pm,,No,No,No
2017,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet. 161st St. & 162nd St.,204,-73.9222343718,40.8277296369,Tuesday,8am-4pm,,Yes,No,Yes
2017,Brooklyn Borough Hall Greenmarket,Brooklyn,Court St. and Montague St.,302,-73.9899170088999,40.6337040262,Thursday,8am-3pm,,Yes,No,No
2017,Brooklyn Museum Farm Stand,Brooklyn,200 Eastern Parkway,255,-73.9904560629999,40.6937296436,"Tuesday, Thursday & Saturday",8am-5pm,,Yes,Yes,No
2017,Brownsville Pitkin Avenue Youthmarket,Brooklyn,Pitkin Ave & Thomas Boyland St,316,-73.9633717112999,40.6719087556,Thursday,1pm-6pm,,Yes,No,No
2017,Brownsville Rockaway Youthmarket,Brooklyn,Rockaway & Livonia Aves,316,-73.9135549318999,40.6692718266,Saturday,9am-2pm,,Yes,No,No
2017,Bryant Park French Market,Manhattan,6th ave. & 42nd st.,105,-73.984141,40.75507,Wednesday & Friday,8am-3pm,,No,No,No
2017,Carroll Gardens Greenmarket,Brooklyn,Carroll St. between Smith and Court St.,306,-73.9089211194,40.6625627542,Friday,11am-4pm,,Yes,No,No
2017,Chelsea's Down to Earth Farmers' Market,Manhattan,23rd Street between 8th and 9th Aves,104,-73.9984893169,40.7453013204999,Saturday,9am-4pm,,Yes,No,No
2017,Chenchita's Community Garden,Manhattan,112th St & Madison Ave,111,-73.9467031109,40.797458274,Saturday,9am-3pm,,Yes,No,No
2017,City Hall Greenmarket,Manhattan,Broadway & Chambers St.,101,-74.0063104742,40.7141728797,Tuesday & Friday,8am-4pm,,Yes,No,No
2017,Columbia University Greenmarket,Manhattan,Broadway and W. 114th St.,109,-73.9639000735,40.8080101811,Thursday & Sunday,8am-5pm,,Yes,Yes,No
2017,Corona Greenmarket,Queens,Roosevelt Ave. & 104th St.,404,-73.8627272614999,40.7498773738999,Friday,8am-3pm,,Yes,No,No
2017,Cortelyou Greenmarket,Brooklyn,Cortelyou Rd. and Rugby Rd.,314,-73.9946546352999,40.6805495234,Sunday,8am-2pm,,Yes,Yes,No
2017,Cunningham Park's Down to Earth Farmers' Market,Queens,Union Turnpike & 196 Pl,408,-73.774049,40.731315,Sunday,9am-2pm,,Yes,No,No
2017,Cypress Hills Youthmarket,Brooklyn,Fulton & Richmond Sts,305,-73.9653020965999,40.6408329364,Sunday,8am-3pm,,Yes,Yes,No
2017,Dag Hammarskjold Plaza Greenmarket,Manhattan,E. 47th St. & Second Ave,106,-73.9698888707,40.753007394,Wednesday,8am-4pm,,Yes,Yes,No
2017,Ditmars Park Youthmarket,Queens,Steinway St bet Ditmars Blvd & 23rd Ave,401,-73.9060624715999,40.7728614473,Saturday,8am-3pm,,Yes,No,No
2017,DUMBO Down to Earth Farmers' Market,Brooklyn,Pearl & Water Sts,302,-73.8778693147999,40.6820466121999,Friday,10am-5pm,,Yes,No,No
2017,East New York Farm Stand,Brooklyn,New Lots Ave bet Alabama & Georgia Aves,305,-73.9875910579,40.7031384332999,Wednesday,11am-7pm,,Yes,No,No
2017,East New York Farmers' Market,Brooklyn,Schenck Ave bet New Lots & Livonia Aves,305,-73.8946930812,40.6611343021,Wednesday,3:30pm-6:30pm,,Yes,No,No
2017,Edible Schoolyard NYC's Farm Stand at PS 216 - May-June & Sept-Nov only,Brooklyn,Avenue X & East 1st St,315,-73.8866905981,40.6658587014999,Saturday,9am-3pm,,Yes,No,Yes
2017,El Barrio Youth Marqueta,Manhattan,116th St & Park Ave,111,-73.9432342637,40.7993147991999,Thursday & Saturday,10am-4pm,,Yes,No,No
2017,Elmhurst Hospital Greenmarket,Queens,"41st Ave., 80th St. & 81st St.",404,-73.8845623340999,40.7458994785,Tuesday,8am-4pm,,Yes,No,No
2017,Fairway Gardens Farm Stand,Staten Island,80 Park Hill Ave,501,-74.079739,40.617766,Friday,2pm-7pm,,Yes,No,No
2017,Far Rockaway Youth Market (previously BSCAH Edgemere Farm),Queens,Beach 45th St & Beach Channel Dr,414,-73.7765526193999,40.595620058,Saturday,10am-2pm,,Yes,No,No
2017,Flatbush Junction Youthmarket,Brooklyn,Nostrand & Flatbush Aves by subway entrance,314,-73.9692995709,40.5906564996,Friday,1:45pm-2:45pm,,Yes,No,No
2017,Flushing Greenmarket,Queens,Kissena Blvd and Maple Ave (Maple Playground),407,-73.826093,40.755925,Wednesday,8am-4pm,,Yes,No,No
2017,Fordham Plaza Greenmarket,Bronx,Fordham Plaza - Park Ave. btw 189th St. and E Fordham Rd.,206,-73.891224,40.860343,Wednesday,8am-4pm,,Yes,No,Yes
2017,Forest Hills Greenmarket,Queens,70th Ave. & Queens Blvd.,406,-73.8463861819,40.7218885274999,Sunday,8am-2pm,,Yes,Yes,No
2017,Fort Greene Park Greenmarket,Brooklyn,Washington Park between Dekalb Ave. & Willoughby St.,302,-73.9476992098999,40.6328938407,Saturday,8:30am-2pm,,Yes,No,No
2017,Fort Washington Greenmarket,Manhattan,168th St. and Fort Washington Ave.,112,-73.9422797073,40.8421621302999,Tuesday,8am-4pm,,Yes,No,No
2017,Frederick Douglass House Farm Stand,Manhattan,"101st st. and Columbus Ave. New York, NY",107,-73.965217,40.796082,Saturday,9am-3pm,,Yes,No,No
2017,Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand,Bronx,Orloff Ave & Gale Pl,208,-73.890107724,40.8826816599,Wednesday,2pm-7pm,,Yes,No,No
2017,Gouverneur Health Youthmarket,Manhattan,Madison St bet Clinton & Jefferson Sts,103,-73.9869291300999,40.7129124650999,Thursday,8:30am-2pm,,Yes,No,No
2017,Graham Avenue Farmers' Market,Brooklyn,Cook St & Graham Ave,301,-73.9735405829,40.6917150824,Saturday,8am-3pm,,Yes,Yes,No
2017,Grand Army Plaza Greenmarket,Brooklyn,"Northwest entrance to Prospect Park, at Flatbush Ave. and Prospect Park W",355,-73.9423827197,40.7023534036,Saturday,8am-5:30pm,,Yes,No,Yes
2017,Grass Roots Farmers' Market,Manhattan,"145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",109,-73.942924781,40.8232678445,Tuesday & Saturday,9am-4pm,,Yes,No,Yes
2017,Hamilton Heights Green Youthmarket,Manhattan,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",109,-73.9485535171999,40.8239484385999,Wednesday,10:30am-4:30pm,,Yes,No,No
2017,Harvest Home Cityline Farmers' Market,Brooklyn,Drew St bet 101 & Liberty Aves,305,-73.9701927034,40.6724237139999,Saturday,8am-4pm,,Yes,Yes,No
2017,Harvest Home Clinton Hill Farmers' Market,Brooklyn,Lafayette Ave & Waverly Ave,302,-73.8633519249,40.6793596201,Saturday,8am-4pm,,Yes,No,No
2017,Harvest Home Coney Island Hospital Farmers' Market,Brooklyn,Ocean Pkwy bet Ave Z & Shore Pkwy,313,-73.9658219186,40.688218956,Tuesday,8am-6pm,,Yes,No,No
2017,Harvest Home Co-op City Farmers' Market,Bronx,Asch Loop & Aldrich St.,210,-73.8261561324,40.8727862821,Wednesday,8am-4pm,,Yes,No,No
2017,Harvest Home East Harlem Farmers' Market,Manhattan,104th St & 3rd Ave,111,-73.9456363032,40.7902610919,Thursday,8am-4pm,,Yes,No,No
2017,Harvest Home East River Farmers' market,Manhattan,1st Ave bet 108th & 109th Sts,111,-73.9391316778,40.7909138309999,Saturday,8am-4pm,,Yes,No,No
2017,Harvest Home Harlem Hospital Farmers' Market,Manhattan,506 Lenox Ave between 135th & 137th Sts,110,-73.9399747135999,40.8154380718999,Friday,8am-7pm,,Yes,Yes,No
2017,Harvest Home Hunts Point Market,Bronx,E 163rd St & Hunts Point Ave,210,-73.8916147393999,40.820994087,Wednesday,8am-4pm,,Yes,No,No
2017,Harvest Home Jacobi Hospital Farmers' Market,Bronx,1400 Pelham Pkwy at Eastchester Rd,211,-73.8470800897,40.8574345984999,Tuesday & Friday,8am-4pm,,Yes,No,No
2017,Harvest Home Kings County Hospital Farmers' Market,Brooklyn,Clarkson Ave bet E 37th and E 38th Sts,317,-73.9661691697999,40.5865603775,Wednesday & Friday,8am-4pm,,Yes,No,No
2017,Harvest Home Lenox Ave Farmers' Market,Manhattan,Lenox Ave bet 117th & 118th Sts,110,-73.9489734341999,40.8030942729999,Saturday,8am-4pm,,Yes,No,No
2017,Harvest Home Marcy Park Farmers' Market,Brooklyn,Myrtle & Marcy Aves,302,-73.9433563464999,40.6558354471999,Wednesday,8am-6pm,,Yes,No,No
2017,Harvest Home Metropolitan Farmers' Market,Manhattan,99th St & 3rd Ave,111,-73.9479247340999,40.7871276636999,Friday,8am-4pm,,Yes,No,No
2017,Harvest Home Mt. Eden Farmers' Market,Bronx,Mt. Eden & Morris Aves,204,-73.9095888023999,40.8427641883,Tuesday & Thursday,8am-4pm,,Yes,No,No
2017,Harvest Home North Central Bronx Farmers' Market,Bronx,Mosholu Pkwy & Jerome Ave,207,-73.8856766663,40.8788797113,Wednesday,8am-4pm,,Yes,No,No
2017,Harvest Home Soundview Farmers' Market,Bronx,Morrison Ave & Harrod Pl,209,-73.8744377184,40.8290543708,Saturday,8am-4pm,,Yes,No,No
2017,Harvest Home St. Mary's Park Market,Bronx,149th St & St. Ann's Ave,201,-73.9129547502,40.8142766251,Thursday,8am-4pm,,Yes,No,No
2017,Harvest Home West Harlem Farmers' Market,Manhattan,Broadway bet 137th & 138th Sts,109,-73.9541340172,40.8213899711999,Tuesday,8am-4pm,,Yes,No,No
2017,Hattie Carthan After Church Farmers' Market,Brooklyn,49 Van Buren St bet Tompkins & Throop Aves,303,-73.9492080721999,40.6953849073,Thursday,8am-4pm,,Yes,No,No
2017,Hattie Carthan Community Farmers' Market,Brooklyn,Marcy Ave & Clifton Pl,303,-73.9435580667999,40.6900436975,Sunday,1pm-6pm,,Yes,No,No
2017,HEALTH for Youths Farm Stand,Staten Island,Clyde Pl bet Prospect & Harvard Aves,501,-74.08953,40.639903,Saturday,10am-12pm,,No,No,No
2017,High School for Public Service Youth Farm Farmers' Market,Brooklyn,600 Kingston Ave bet Rutland Rd & Winthrop St,309,-73.9480406273,40.6895188127,Saturday,9am-3pm,,Yes,No,No
2017,Hudson Yards Down to Earth Farmers' Market,Manhattan,Hudson Blvd East and W 34th Street,104,-74.000517,40.755342,Thursday,12pm-6pm,,Yes,No,No
2017,Inwood Park Greenmarket,Manhattan,Isham St. between Seaman and Cooper,112,-73.9203204394,40.8690087167,Saturday,8am-3pm,,Yes,Yes,No
2017,Irving Square Park Youthmarket,Brooklyn,Wilson Ave & Halsey St,304,-73.9424598947999,40.6589009237,Wednesday,2:30pm-6:30pm,,Yes,No,No
2017,Isabahlia Farm Stand,Brooklyn,Rockaway & Sutter Aves,316,-73.909549,40.691594,Friday,12pm-5pm,,Yes,No,No
2017,Isabahlia Farm Stand Winter Market,Brooklyn,"New Lots Ave & Sackman St, inside greenhouse",316,-73.9018884807999,40.6579292691,Saturday,8am-1pm,,Yes,No,No
2017,Isabahlia Farmers' Market,Brooklyn,Livonia Ave bet Powell & Junius Sts,316,-73.9100935669,40.6671639278999,Friday,11am-4pm,,Yes,No,No
2017,Jackson Heights Greenmarket,Queens,34th Ave. between 77th St. and 78th St.,403,-73.8887579226,40.7533473709999,Sunday,8am-2pm,,Yes,Yes,Yes
2017,Jamaica's Down to Earth Farmers' Market - Friday market,Queens,Parsons Blvd bet Jamaica and Archer Aves,412,-73.7999222517999,40.7024821332,Friday,8:30am-4pm,,Yes,No,Yes
2017,Jamaica's Down to Earth Farmers' Market - Saturday market,Queens,160th St & Jamaica Ave,412,-73.7991501964999,40.7037598528999,Saturday,8:30am-4pm,,Yes,No,Yes
2017,Kensington Youthmarket,Brooklyn,Ft. Hamilton Pkwy bet E 4th & E 5th Sts,312,-73.9014511092999,40.6636654893,Saturday,8am-3pm,,Yes,No,No
2017,Kingsbridge-Riverdale Farmers' Market,Bronx,260 W 231st St,208,-73.907356,40.879974,Sunday,9am-5pm,,No,No,No
2017,La Familia Verde Farmers' Market,Bronx,E Tremont Ave bet LaFontaine & Arthur Aves,206,-73.8943382047999,40.8464950107,Tuesday,8am-3pm,,Yes,No,Yes
2017,"Learn It, Grow It, Eat It Youthmarket",Bronx,McKinley Sq at 169th St & Boston Rd,203,-73.9001659542,40.8311517735999,Wednesday,10am-3pm,,Yes,No,No
2017,Lincoln Hospital Greenmarket,Bronx,149th St. between Park Ave. & Morris Ave.,201,-73.9227594665999,40.8173961245,Tuesday & Friday,8am-3pm,,Yes,No,No
2017,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt & Willet Sts,103,-73.9842592931999,40.7152177309,Thursday,8am-3pm,,Yes,No,No
2017,Malcolm X Blvd Farmers' Market,Brooklyn,Malcolm X Blvd bet Marion & Chauncey Sts,303,-73.976602583,40.6491744472999,Saturday,8am-3pm,,Yes,No,No
2017,Marcus Garvey Apartments Farm Stand,Brooklyn,"300 Chester St. Brooklyn, NY",316,-73.9285712733999,40.6805137546,Saturday,8am-3pm,,Yes,No,No
2017,Marcus Garvey Mart Farmers Market,Manhattan,W. 135th St. bet. 5th and Lenox Aves.,111,-73.942783,40.805901,Saturdays,8am-6pm,,Yes,No,No
2017,Marcy Plaza Community Farmers' Market,Brooklyn,Fulton St & Marcy Ave,303,-73.9103855393999,40.6644852514,Tuesday & Saturday,1pm-6pm,,Yes,No,No
2017,McCarren Park Greenmarket,Brooklyn,Union between Driggs and N12th St,301,-73.9459251028,40.6801336891,Wednesday,11:30am-6:30pm,,Yes,No,Yes
2017,McGolrick Park's Down to Earth Farmers' Market,Brooklyn,"Russell St & Nassau Ave, center of park",301,-73.9524799378999,40.7192273304999,Saturday,8am-3pm,,Yes,Yes,No
2017,Morningside Park's Down to Earth Farmers' Market,Manhattan,110th St & Manhattan Ave,107,-73.9596489284,40.8011634257999,Saturday,9am-4pm,,Yes,No,No
2017,Mott Haven Farmers' Market,Bronx,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",201,-73.9170165724,40.8075138755,Monday,10am-4pm,,Yes,No,Yes
2017,Mount Sinai Hospital Greenmarket,Manhattan,E. 99th St. betwen Madison Ave & Park Ave,111,-73.9527441949,40.7891773108,Wednesday,8am-5pm,,Yes,No,No
2017,Norwood Youthmarket,Bronx,E Gun Hill Rd & Dekalb Ave,207,-73.8804597606,40.8822284393,Thursday,12pm-7pm,,Yes,No,No
2017,NYC Health + Hospital East New York Farmacy,Brooklyn,2094 Pitkin Ave,305,-73.9444984415,40.7256245382,Sunday,10am-4pm,,Yes,No,No
2017,Oculus Plaza Greenmarket,Manhattan,Church St at Fulton Street,101,40.711535,-74.010464,Tuesday,7am-7pm,,Yes,No,No
2017,Park Slope's Down to Earth Farmers' Market,Brooklyn,5th Ave & 4th St,306,-73.895359,40.671927,Monday & Wedneday,10am-3pm,,Yes,No,Yes
2017,Parkchester Greenmarket,Bronx,Westchester Ave. & White Plains Rd.,209,-73.8625411948,40.8330563255,Friday,8am-4pm,,Yes,No,Yes
2017,Parkside Plaza Greenmarket,Brooklyn,Parkside Ave. and Ocean Ave.,314,-73.9837863813999,40.6722016451999,Wednesday & Sunday,"Wed: 3pm-7pm
Sun: 10am-5pm,
(year round Sunday closes at 4)",,Yes,No,No
2017,Pitkin Verde Farmers' Market,Brooklyn,2094 Pitkin Ave at Pennsylvania Ave,305,-73.9618817836999,40.6548906387999,Sunday,8am - 4pm,,Yes,No,No
2017,Poe Park Greenmarket,Bronx,E. 192 St. & Grand Concourse,207,-73.895027,40.864381,Tuesday,8am-3pm,,Yes,No,Yes
2017,Pomonok Community-Run Farmers' Market,Queens,67-09 Kissena Blvd,408,-73.8146620578,40.7350405246,Wednesday,9am-5pm,,Yes,No,No
2017,Project EATS Farmacy at the Brownsville Neighborhood Health Action Center,Brooklyn,259 Bristol St.,316,-73.895249135,40.6719849254999,Tuesday,9am-5pm,,Yes,No,No
2017,PS 11 Farm Market,Manhattan,21st St bet 8th and 9th Aves,104,-74.0022678383,40.7452162208999,Wednesday,8am-10am,,Yes,No,No
2017,PS 57 Youthmarket,Manhattan,115th street and 3rd Avenue,111,-73.940872,40.797169,Wednesday,9:00a.m.-4:00p.m.,,Yes,No,no
2017,PS 7 Farm Stand,Manhattan,"Lexington Ave & 119th St, in schoolyard",111,-73.9402064239999,40.8005648645999,Wednesday,2:15pm-4pm,,Yes,No,No
2017,Putnam Triangle Youthmarket,Brooklyn,966 Fulton St,302,-73.91135,40.664677,Tuesday & Thursday,10am-3pm,,Yes,No,Yes
2017,Queens Botanical Garden's Down to Earth Farmers' Market,Queens,82 Dahllia Avenue,407,-73.8263634104,40.7518676494999,Friday,8:30am-4pm,,Yes,No,No
2017,Queens Hospital Center Farmers' Market,Queens,"82-68 164th St, in front of Ambulatory Care Pavilion",408,-73.8036027959,40.7172336563,Thursday,8am-4pm,,No,No,No
2017,Queens Hospital Center Farmers' Market II,Queens,"114-02 Guy R Brewer Blvd., Jamaica",412,-73.7856734232999,40.6887600482,Thursday,8am-4pm,,No,No,No
2017,Rachel Mae's Market,Manhattan,Essex St bet Hester and Canal,103,-73.989747,40.715578,Saturday,10am-5pm,,No,No,No
2017,RB Bushwick Farmers Market at Maria Hernandez Park,Brooklyn,Knickerbocker Ave & Starr St,304,-73.962203,40.682312,Wednesday,9am-2pm,,Yes,No,No
